date,ChatGPT,OpenAI,GPT-3,Artificial_intelligence,Sam_Altman
2022-10-13,0.0,2768.0,2533.0,18258.0,930.0
2022-10-14,0.0,2720.0,2331.0,15352.0,830.0
2022-10-15,0.0,2177.0,1619.0,14396.0,659.0
2022-10-16,0.0,1958.0,1751.0,15672.0,668.0
2022-10-17,0.0,2509.0,2658.0,20025.0,865.0
2022-10-18,0.0,3024.0,3073.0,20485.0,994.0
2022-10-19,0.0,2787.0,3110.0,20018.0,953.0
2022-10-20,0.0,2743.0,2861.0,18536.0,955.0
2022-10-21,0.0,2795.0,2665.0,17222.0,840.0
2022-10-22,0.0,1845.0,2363.0,15809.0,685.0
2022-10-23,0.0,1811.0,2111.0,14759.0,700.0
2022-10-24,0.0,2094.0,2747.0,16316.0,775.0
2022-10-25,0.0,2276.0,2788.0,17575.0,767.0
2022-10-26,0.0,3521.0,2612.0,17964.0,816.0
2022-10-27,0.0,3553.0,2455.0,16171.0,779.0
2022-10-28,0.0,6604.0,2340.0,14944.0,965.0
2022-10-29,0.0,4452.0,1719.0,13475.0,838.0
2022-10-30,0.0,3958.0,2097.0,14157.0,923.0
2022-10-31,0.0,3908.0,3001.0,17401.0,939.0
2022-11-01,0.0,3704.0,3520.0,17681.0,948.0
2022-11-02,0.0,3502.0,3273.0,17115.0,883.0
2022-11-03,0.0,3398.0,3178.0,17526.0,905.0
2022-11-04,0.0,5031.0,3301.0,16549.0,1044.0
2022-11-05,0.0,4733.0,2287.0,14988.0,998.0
2022-11-06,0.0,3884.0,2285.0,14212.0,945.0
2022-11-07,0.0,4595.0,2946.0,16641.0,1012.0
2022-11-08,0.0,3826.0,3092.0,17478.0,1010.0
2022-11-09,0.0,3380.0,2818.0,16493.0,873.0
2022-11-10,0.0,3214.0,3087.0,15820.0,944.0
2022-11-11,0.0,3459.0,2613.0,16930.0,892.0
2022-11-12,0.0,3456.0,1916.0,14792.0,1455.0
2022-11-13,0.0,3133.0,2229.0,14705.0,1075.0
2022-11-14,0.0,3359.0,3125.0,18221.0,1108.0
2022-11-15,0.0,3487.0,2789.0,18470.0,1077.0
2022-11-16,0.0,3938.0,3388.0,17602.0,1136.0
2022-11-17,0.0,3703.0,3153.0,17355.0,1080.0
2022-11-18,0.0,4381.0,2862.0,16326.0,1083.0
2022-11-19,0.0,3348.0,2069.0,13956.0,839.0
2022-11-20,0.0,3283.0,2409.0,14546.0,862.0
2022-11-21,0.0,3498.0,3189.0,16473.0,947.0
2022-11-22,0.0,3197.0,3644.0,16656.0,1080.0
2022-11-23,0.0,3094.0,3243.0,18102.0,936.0
2022-11-24,0.0,2823.0,2998.0,17725.0,898.0
2022-11-25,0.0,2611.0,2713.0,18118.0,893.0
2022-11-26,0.0,2336.0,2177.0,15153.0,687.0
2022-11-27,0.0,2735.0,2320.0,14967.0,719.0
2022-11-28,0.0,3080.0,3378.0,19085.0,915.0
2022-11-29,0.0,3728.0,4081.0,19226.0,1083.0
2022-11-30,0.0,3379.0,4063.0,18952.0,893.0
2022-12-01,0.0,9884.0,7383.0,19173.0,3164.0
2022-12-02,0.0,15751.0,11841.0,16722.0,4657.0
2022-12-03,0.0,15129.0,10283.0,15797.0,4021.0
2022-12-04,0.0,22438.0,12584.0,16636.0,6337.0
2022-12-05,1925.0,34117.0,19227.0,18673.0,11568.0
2022-12-06,29591.0,38188.0,19773.0,18707.0,10774.0
2022-12-07,51994.0,41263.0,21661.0,19622.0,12883.0
2022-12-08,75917.0,41134.0,19878.0,18998.0,12257.0
2022-12-09,75277.0,39980.0,18733.0,17613.0,9824.0
2022-12-10,56528.0,29946.0,19619.0,16580.0,7720.0
2022-12-11,68069.0,32350.0,16350.0,18023.0,9754.0
2022-12-12,84582.0,37930.0,18215.0,21097.0,10656.0
2022-12-13,123453.0,34262.0,16088.0,19285.0,9045.0
2022-12-14,121869.0,32774.0,15872.0,16026.0,8725.0
2022-12-15,96276.0,28762.0,14416.0,15312.0,8462.0
2022-12-16,92980.0,29090.0,13843.0,14039.0,9669.0
2022-12-17,52496.0,21620.0,10573.0,12326.0,7776.0
2022-12-18,53625.0,20406.0,9465.0,13206.0,7358.0
2022-12-19,92800.0,27200.0,12296.0,15606.0,8342.0
2022-12-20,90633.0,24908.0,11857.0,16263.0,7628.0
2022-12-21,65078.0,24149.0,10592.0,15893.0,7390.0
2022-12-22,70794.0,27358.0,9163.0,12779.0,8507.0
2022-12-23,67808.0,25197.0,8537.0,11871.0,6582.0
2022-12-24,52901.0,19416.0,6837.0,9913.0,5084.0
2022-12-25,50022.0,18001.0,7368.0,9396.0,4694.0
2022-12-26,55715.0,20332.0,8223.0,11428.0,5412.0
2022-12-27,65111.0,20488.0,8372.0,13437.0,6028.0
2022-12-28,65163.0,23824.0,8318.0,11401.0,6755.0
2022-12-29,94381.0,24347.0,9096.0,11489.0,5816.0
2022-12-30,77949.0,21487.0,8025.0,7875.0,5163.0
2022-12-31,50027.0,15724.0,5642.0,6764.0,3826.0
2023-01-01,53575.0,15876.0,5895.0,6752.0,3648.0
2023-01-02,72838.0,21233.0,8038.0,9078.0,4835.0
2023-01-03,85588.0,25434.0,9618.0,9775.0,5232.0
2023-01-04,96031.0,28973.0,10286.0,9955.0,6478.0
2023-01-05,112121.0,35153.0,10721.0,9857.0,11022.0
2023-01-06,115590.0,40891.0,10281.0,9311.0,19226.0
2023-01-07,109351.0,33137.0,9162.0,8271.0,14599.0
2023-01-08,112503.0,33615.0,9792.0,8653.0,13407.0
2023-01-09,139474.0,39851.0,13589.0,11307.0,11558.0
2023-01-10,163702.0,59802.0,15961.0,11549.0,17889.0
2023-01-11,170396.0,51679.0,16310.0,12386.0,14509.0
2023-01-12,166731.0,45828.0,15632.0,11390.0,12533.0
2023-01-13,171904.0,41659.0,13678.0,10164.0,14112.0
2023-01-14,137192.0,31638.0,10317.0,8610.0,8871.0
2023-01-15,125589.0,30978.0,10584.0,9153.0,8352.0
2023-01-16,173217.0,42753.0,14085.0,11552.0,9895.0
2023-01-17,226587.0,53228.0,15530.0,12296.0,10685.0
2023-01-18,227781.0,51609.0,15421.0,14375.0,11132.0
2023-01-19,180493.0,39702.0,12996.0,14285.0,12293.0
2023-01-20,176781.0,38794.0,11608.0,12596.0,12216.0
2023-01-21,161914.0,36744.0,9952.0,10722.0,10956.0
2023-01-22,182686.0,36407.0,10901.0,11243.0,12143.0
2023-01-23,223507.0,57530.0,15516.0,13198.0,18283.0
2023-01-24,246519.0,63086.0,15567.0,13819.0,20859.0
2023-01-25,238953.0,50024.0,14384.0,13184.0,15738.0
2023-01-26,240126.0,44936.0,13192.0,12188.0,14325.0
2023-01-27,239290.0,42481.0,11921.0,12217.0,12195.0
2023-01-28,215210.0,36100.0,9935.0,10398.0,8923.0
2023-01-29,220959.0,39249.0,10966.0,11570.0,9022.0
2023-01-30,283857.0,46718.0,14326.0,13835.0,9838.0
2023-01-31,278906.0,45878.0,13579.0,13950.0,10871.0
2023-02-01,257708.0,45221.0,13176.0,14685.0,12608.0
2023-02-02,267112.0,48144.0,13547.0,14457.0,16306.0
2023-02-03,264945.0,46172.0,13820.0,13104.0,16508.0
2023-02-04,211780.0,37099.0,10256.0,11175.0,13178.0
2023-02-05,209862.0,38670.0,10499.0,11631.0,15915.0
2023-02-06,249893.0,49481.0,14196.0,14514.0,18284.0
2023-02-07,301250.0,59369.0,16910.0,15784.0,22300.0
2023-02-08,299810.0,56446.0,16680.0,16525.0,19544.0
2023-02-09,310804.0,60124.0,16670.0,16798.0,18204.0
2023-02-10,255094.0,50434.0,15315.0,15170.0,15790.0
2023-02-11,241040.0,43554.0,12314.0,12138.0,13134.0
2023-02-12,227644.0,44386.0,12230.0,12569.0,12968.0
2023-02-13,257447.0,48837.0,15079.0,15293.0,12564.0
2023-02-14,204424.0,44559.0,14139.0,14651.0,10913.0
2023-02-15,234607.0,43376.0,13339.0,15412.0,10711.0
2023-02-16,212979.0,41519.0,12895.0,14107.0,10207.0
2023-02-17,176821.0,39508.0,11322.0,13181.0,10567.0
2023-02-18,147754.0,33092.0,8678.0,15631.0,9787.0
2023-02-19,149091.0,30764.0,9247.0,14708.0,9528.0
2023-02-20,164983.0,31141.0,10169.0,16490.0,10887.0
2023-02-21,187112.0,34849.0,11770.0,17033.0,11178.0
2023-02-22,183686.0,32825.0,10480.0,18107.0,9352.0
2023-02-23,169804.0,29068.0,9603.0,18496.0,8608.0
2023-02-24,139778.0,25524.0,8950.0,17462.0,8012.0
2023-02-25,126296.0,21353.0,6920.0,14938.0,6579.0
2023-02-26,133353.0,22667.0,7695.0,14257.0,6820.0
2023-02-27,193268.0,30713.0,11370.0,18389.0,8284.0
2023-02-28,169112.0,30941.0,9860.0,18915.0,7197.0
